date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:35:38	66058/66058	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Mar%202022%2000:52:14%20GMT	https://deborahugochukwu.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/style.css?ver=2.5.16	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/style60a8.css	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:39	152/152	---M--	200	added ('OK')	text/css	date:Thu,%2009%20Apr%202020%2015:08:07%20GMT	https://deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/no-theme.css?ver=2.5.1	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/no-theme9776.css	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:39	549736/549736	---M--	200	added ('OK')	text/css	date:Thu,%2009%20Apr%202020%2015:08:05%20GMT	https://deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/thrive_flat.css?ver=2.5.1	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/thrive_flat9776.css	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:39	17639/17639	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Mar%202022%2000:52:02%20GMT	https://deborahugochukwu.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=4.1.4	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layouteda1.css	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:40	6758/6758	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Mar%202022%2000:52:02%20GMT	https://deborahugochukwu.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=4.1.4	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreeneda1.css	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:41	62511/62511	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Mar%202022%2000:52:02%20GMT	https://deborahugochukwu.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.1.4	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/woocommerce/assets/css/woocommerceeda1.css	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:41	495/495	---M--	200	added ('OK')	text/css	date:Fri,%2029%20May%202020%2001:02:18%20GMT	https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/addons/posts/assets/css/posts-addon.css?ver=5.7.8	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/addons/posts/assets/css/posts-addond988.css	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:42	166550/166550	---M--	200	added ('OK')	text/css	date:Mon,%2012%20Oct%202020%2015:43:04%20GMT	https://deborahugochukwu.com/wp-content/plugins/notificationx/public/assets/css/notificationx-public.min.css?ver=1.9.0	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/notificationx/public/assets/css/notificationx-public.min8162.css	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:42	89496/89496	---M--	200	added ('OK')	application/javascript	date:Sun,%2021%20Mar%202021%2010:30:14%20GMT	https://deborahugochukwu.com/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-includes/js/jquery/jquery.min9d52.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:43	11224/11224	---M--	200	added ('OK')	application/javascript	date:Sun,%2021%20Mar%202021%2010:30:12%20GMT	https://deborahugochukwu.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:43	109663/109663	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2026%20Apr%202023%2016:35:43%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/Digi%20Market/connect.facebook.net/en_US/fbevents.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:44	316/316	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Apr%202023%2016:35:43%20GMT	http://deborahugochukwu.com/wp-content/uploads/tcb_lp_templates/templates/css/images/foundation_pattern.jpg	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/tcb_lp_templates/templates/css/images/foundation_pattern.13.delayed	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:45	2060/2060	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Jul%202022%2011:43:12%20GMT	https://deborahugochukwu.com/wp-content/uploads/tcb_lp_templates/templates/css/images/foundation_pattern.jpg	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/tcb_lp_templates/templates/css/images/foundation_pattern.jpg	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:46	303/303	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Apr%202023%2016:35:45%20GMT	http://deborahugochukwu.com/wp-content/uploads/2023/04/my-printing-money-on-autopilot-pics.jpg	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/2023/04/my-printing-money-on-autopilot-pics.15.delayed	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:47	292/292	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Apr%202023%2016:35:46%20GMT	http://deborahugochukwu.com/wp-content/uploads/2021/03/My_logo-removebg-preview.png	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/2021/03/My_logo-removebg-preview.png	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:47	160443/160443	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Apr%202023%2023:13:16%20GMT	https://deborahugochukwu.com/wp-content/uploads/2023/04/my-printing-money-on-autopilot-pics.jpg	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/2023/04/my-printing-money-on-autopilot-pics.jpg	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:49	281/281	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Apr%202023%2016:35:48%20GMT	http://deborahugochukwu.com/wp-content/uploads/2023/04/Diamond-shang.jpg	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/2023/04/Diamond-shang.jpg	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:49	63840/63840	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Mar%202021%2001:45:13%20GMT	https://deborahugochukwu.com/wp-content/uploads/2021/03/My_logo-removebg-preview.png	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/2021/03/My_logo-removebg-preview.png	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:51	295/295	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Apr%202023%2016:35:50%20GMT	http://deborahugochukwu.com/wp-content/uploads/2023/04/bodytrimng-800k-testimonial.jpg	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/2023/04/bodytrimng-800k-testimonial.1b.delayed	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:51	65372/65372	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Apr%202023%2018:49:26%20GMT	https://deborahugochukwu.com/wp-content/uploads/2023/04/Diamond-shang.jpg	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/2023/04/Diamond-shang.jpg	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:53	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Apr%202023%2016:35:52%20GMT	http://deborahugochukwu.com/wp-content/uploads/2023/03/Picture2.png	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/2023/03/Picture2.1d.delayed	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:53	72695/72695	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Apr%202023%2018:58:12%20GMT	https://deborahugochukwu.com/wp-content/uploads/2023/04/bodytrimng-800k-testimonial.jpg	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/2023/04/bodytrimng-800k-testimonial.jpg	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:55	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Apr%202023%2016:35:54%20GMT	http://deborahugochukwu.com/wp-content/uploads/2023/03/Picture4.jpg	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/2023/03/Picture4.jpg	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:35:59	908991/908991	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2016:26:23%20GMT	https://deborahugochukwu.com/wp-content/uploads/2023/03/Picture2.png	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/2023/03/Picture2.png	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:01	307/307	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Apr%202023%2016:36:00%20GMT	http://deborahugochukwu.com/wp-content/uploads/2023/04/Lydia-Charles-printing-cash-testimonial.jpg	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/2023/04/Lydia-Charles-printing-cash-testimonial.21.delayed	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:01	112931/112931	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2016:28:17%20GMT	https://deborahugochukwu.com/wp-content/uploads/2023/03/Picture4.jpg	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/2023/03/Picture4.jpg	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:03	86716/86716	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Apr%202023%2019:11:11%20GMT	https://deborahugochukwu.com/wp-content/uploads/2023/04/Lydia-Charles-printing-cash-testimonial.jpg	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/uploads/2023/04/Lydia-Charles-printing-cash-testimonial.jpg	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:04	26022/26022	---M--	200	added ('OK')	application/javascript	date:Tue,%2023%20Jun%202020%2022:26:11%20GMT	https://deborahugochukwu.com/wp-content/themes/themify-ultra/themify/js/main.js?ver=4.2.4	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/themes/themify-ultra/themify/js/main4189.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:05	5629/5629	---M--	200	added ('OK')	application/javascript	date:Sun,%2021%20Mar%202021%2010:30:16%20GMT	https://deborahugochukwu.com/wp-includes/js/imagesloaded.min.js?ver=4.1.4	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-includes/js/imagesloaded.mineda1.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:05	24138/24138	---M--	200	added ('OK')	application/javascript	date:Sun,%2021%20Mar%202021%2010:30:14%20GMT	https://deborahugochukwu.com/wp-includes/js/masonry.min.js?ver=4.2.2	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-includes/js/masonry.min3a05.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:06	1819/1819	---M--	200	added ('OK')	application/javascript	date:Thu,%2018%20Aug%202016%2023:25:30%20GMT	https://deborahugochukwu.com/wp-includes/js/jquery/jquery.masonry.min.js?ver=3.1.2b	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-includes/js/jquery/jquery.masonry.minef70.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:08	140655/140655	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Apr%202020%2015:08:01%20GMT	https://deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/js/dist/frontend.min.js?ver=2.5.1	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/js/dist/frontend.min9776.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:08	9566/9566	---M--	200	added ('OK')	application/javascript	date:Fri,%2011%20Mar%202022%2000:51:53%20GMT	https://deborahugochukwu.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:09	2793/2793	---M--	200	added ('OK')	application/javascript	date:Fri,%2011%20Mar%202022%2000:51:58%20GMT	https://deborahugochukwu.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=4.1.4	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.mineda1.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:09	1846/1846	---M--	200	added ('OK')	application/javascript	date:Fri,%2011%20Mar%202022%2000:51:53%20GMT	https://deborahugochukwu.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6b25.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:10	1987/1987	---M--	200	added ('OK')	application/javascript	date:Fri,%2011%20Mar%202022%2000:51:58%20GMT	https://deborahugochukwu.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=4.1.4	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.mineda1.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:10	2940/2940	---M--	200	added ('OK')	application/javascript	date:Fri,%2011%20Mar%202022%2000:51:58%20GMT	https://deborahugochukwu.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=4.1.4	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.mineda1.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:11	655/655	---M--	200	added ('OK')	application/javascript	date:Mon,%2012%20Oct%202020%2015:43:02%20GMT	https://deborahugochukwu.com/wp-content/plugins/notificationx/public/assets/js/Cookies.js?ver=1.9.0	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/notificationx/public/assets/js/Cookies8162.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:11	8063/8063	---M--	200	added ('OK')	application/javascript	date:Mon,%2012%20Oct%202020%2015:43:02%20GMT	https://deborahugochukwu.com/wp-content/plugins/notificationx/public/assets/js/notificationx-public.min.js?ver=1.9.0	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/notificationx/public/assets/js/notificationx-public.min8162.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:11	1832/1832	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Apr%202020%2015:07:53%20GMT	https://deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/thrive-dashboard/js/dist/frontend.min.js?ver=2.2.13	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/thrive-dashboard/js/dist/frontend.min8c0f.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:12	20822/20822	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20May%202020%2001:02:20%20GMT	https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/js/main.js?ver=5.7.8	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/js/maind988.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:13	2838/2838	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20May%202020%2001:02:18%20GMT	https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/addons/posts/assets/js/posts-addon.js?ver=5.7.8	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/addons/posts/assets/js/posts-addond988.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:13	2554/2554	---M--	200	added ('OK')	application/javascript	date:Tue,%2023%20Jun%202020%2022:26:11%20GMT	https://deborahugochukwu.com/wp-content/themes/themify-ultra/themify/js/themify.sidemenu.js?ver=2.2.6	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/themes/themify-ultra/themify/js/themify.sidemenudbc2.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:14	75506/75506	---M--	200	added ('OK')	application/javascript	date:Tue,%2023%20Jun%202020%2022:26:19%20GMT	https://deborahugochukwu.com/wp-content/themes/themify-ultra/js/themify.script.js?ver=2.2.6	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/themes/themify-ultra/js/themify.scriptdbc2.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:14	2984/2984	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2012:46:42%20GMT	https://deborahugochukwu.com/wp-includes/js/comment-reply.min.js?ver=5.7.8	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-includes/js/comment-reply.mind988.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:15	1426/1426	---M--	200	added ('OK')	application/javascript	date:Sun,%2021%20Mar%202021%2010:30:14%20GMT	https://deborahugochukwu.com/wp-includes/js/wp-embed.min.js?ver=5.7.8	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-includes/js/wp-embed.mind988.js	(from https://deborahugochukwu.com/automate-your-income-webinar/)
17:36:17	18929/18929	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2016:36:15%20GMT	https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/images/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/images/ui-icons_444444_256x240.png	(from https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/jquery-ui.css?ver=1.12.1)
17:36:19	18929/18929	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2016:36:18%20GMT	https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/images/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/images/ui-icons_555555_256x240.37.delayed	(from https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/jquery-ui.css?ver=1.12.1)
17:36:21	39146/39146	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2016:36:19%20GMT	https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/images/ui-icons_ffffff_256x240.png	(from https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/jquery-ui.css?ver=1.12.1)
17:36:25	39146/39146	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2016:36:22%20GMT	https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/images/ui-icons_777620_256x240.png	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/images/ui-icons_777620_256x240.39.delayed	(from https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/jquery-ui.css?ver=1.12.1)
17:36:28	39146/39146	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2016:36:25%20GMT	https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/images/ui-icons_cc0000_256x240.png	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/images/ui-icons_cc0000_256x240.3a.delayed	(from https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/jquery-ui.css?ver=1.12.1)
17:36:31	39146/39146	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2016:36:29%20GMT	https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/images/ui-icons_777777_256x240.png	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/images/ui-icons_777777_256x240.3b.delayed	(from https://deborahugochukwu.com/wp-content/plugins/wp-pagebuilder/assets/css/jquery-ui.css?ver=1.12.1)
17:36:33	6204/6204	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Apr%202020%2015:08:07%20GMT	https://deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/fonts/thrvicomoon/icomoon.eot?jtzdu4	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/fonts/thrvicomoon/icomoonf2e9.eot	(from https://deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/thrive_flat.css?ver=2.5.1)
17:36:33	6204/6204	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Apr%202020%2015:08:07%20GMT	https://deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/fonts/thrvicomoon/icomoon.eot?	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/fonts/thrvicomoon/icomoond41d.eot	(from https://deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/thrive_flat.css?ver=2.5.1)
17:36:34	6040/6040	---M--	200	added ('OK')	font/ttf	date:Thu,%2009%20Apr%202020%2015:08:07%20GMT	https://deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/fonts/thrvicomoon/icomoon.ttf?jtzdu4	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/fonts/thrvicomoon/icomoonf2e9.ttf	(from https://deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/thrive_flat.css?ver=2.5.1)
17:36:34	6116/6116	---M--	200	added ('OK')	font/woff	date:Thu,%2009%20Apr%202020%2015:08:07%20GMT	https://deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/fonts/thrvicomoon/icomoon.woff?jtzdu4	C:/My%20Web%20Sites/Digi%20Market/deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/fonts/thrvicomoon/icomoonf2e9.woff	(from https://deborahugochukwu.com/wp-content/plugins/thrive-visual-editor/editor/css/thrive_flat.css?ver=2.5.1)
